20130724,145004,131810,2.62,6960.0,2.63,13000.0
20130724,145101,131810,2.86,13880.0,2.89,6270.0
20130724,145128,131810,2.85,327400.0,2.851,1500.0
20130724,145143,131810,2.603,44630.0,2.8,10650.0
20130724,144831,131810,2.89,11400.0,3.0,77990.0
20130724,145222,131810,2.6,1071370.0,2.601,35750.0
20130724,144610,131810,3.4,181260.0,3.45,30740.0
20130724,144728,131810,3.11,378190.0,3.17,790.0
20130724,145449,131810,2.414,177330.0,2.415,24590.0
20130724,144625,131810,3.311,299690.0,3.4,19490.0
20130724,144722,131810,3.21,203550.0,3.211,21030.0
20130724,144937,131810,2.72,20790.0,2.721,10340.0
20130724,144922,131810,2.89,43640.0,2.891,270.0
20130724,145034,131810,2.601,40580.0,2.619,490.0
20130724,145307,131810,2.5,80860.0,2.501,1290.0
20130724,144834,131810,2.89,3610.0,2.9,990.0
20130724,145349,131810,2.421,296390.0,2.5,2520.0
20130724,145158,131810,2.601,497020.0,2.603,3250.0
20130724,144749,131810,2.89,7200.0,3.0,31550.0
20130724,145207,131810,2.601,376970.0,2.603,103000.0
20130724,144958,131810,2.601,166940.0,2.65,1940.0
20130724,145125,131810,2.85,497090.0,2.851,24520.0
20130724,144907,131810,2.72,357840.0,2.799,180.0
20130724,145443,131810,2.413,164010.0,2.415,20270.0
20130724,144755,131810,2.3,49510.0,2.89,2190.0
20130724,145316,131810,2.5,104170.0,2.514,290.0
20130724,145025,131810,2.72,156320.0,2.721,23460.0
20130724,144658,131810,3.31,189510.0,3.311,40920.0
20130724,144807,131810,3.0,325520.0,3.01,1340.0
20130724,145410,131810,2.421,51740.0,2.44,11960.0
20130724,145016,131810,2.601,140920.0,2.62,13920.0
20130724,144913,131810,2.72,314900.0,2.722,580.0
20130724,144737,131810,3.11,236390.0,3.15,300.0
20130724,145337,131810,2.521,65370.0,2.55,1250.0
20130724,145037,131810,2.602,37410.0,2.62,10610.0
20130724,145213,131810,2.601,327600.0,2.603,8120.0
20130724,145122,131810,2.85,601310.0,2.851,8420.0
20130724,145134,131810,2.603,52820.0,2.8,3060.0
20130724,144940,131810,2.6,499120.0,2.7,6900.0
20130724,144628,131810,3.311,298610.0,3.4,67330.0
20130724,145520,131810,2.4,345430.0,2.41,1720.0
20130724,145325,131810,2.521,320040.0,2.55,650.0
20130724,145440,131810,2.415,450.0,2.42,340.0
20130724,145249,131810,2.65,6900.0,2.68,430.0
20130724,144652,131810,3.312,490.0,3.32,33220.0
20130724,145113,131810,2.851,67920.0,2.86,40860.0
20130724,145231,131810,2.413,179000.0,2.597,680.0
20130724,144701,131810,3.31,125980.0,3.311,4090.0
20130724,144758,131810,2.4,18970.0,2.5,800.0
20130724,145007,131810,2.601,219890.0,2.62,8700.0
20130724,144949,131810,2.6,457710.0,2.7,8050.0
20130724,145043,131810,2.601,19650.0,2.62,18440.0
20130724,145301,131810,2.5,174990.0,2.501,310.0
20130724,145346,131810,2.5,18000.0,2.52,1740.0
20130724,144904,131810,2.722,690.0,2.8,770.0
20130724,145204,131810,2.601,432570.0,2.603,110950.0
20130724,145110,131810,2.85,1034940.0,2.86,4900.0
20130724,144928,131810,2.72,121590.0,2.721,110.0
20130724,144801,131810,2.4,13610.0,2.8,120.0
20130724,145013,131810,2.63,79910.0,2.65,3580.0
20130724,144607,131810,3.4,185240.0,3.404,130.0
20130724,145210,131810,2.601,410490.0,2.603,6590.0
20130724,144643,131810,3.322,9140.0,3.346,40.0
20130724,145019,131810,2.65,13070.0,2.67,900.0
20130724,145219,131810,2.601,51810.0,2.602,40.0
20130724,145437,131810,2.415,47740.0,2.419,160.0
20130724,145419,131810,2.422,52230.0,2.44,3820.0
20130724,144631,131810,3.311,292930.0,3.346,800.0
20130724,145310,131810,2.5,18710.0,2.501,2970.0
20130724,145049,131810,2.6,1099090.0,2.601,26550.0
20130724,144819,131810,3.1,120440.0,3.108,340.0
20130724,144952,131810,2.62,12480.0,2.7,10930.0
20130724,145258,131810,2.5,215750.0,2.501,310.0
20130724,144649,131810,3.31,287340.0,3.311,2130.0
20130724,145358,131810,2.6,56280.0,2.601,11840.0
20130724,144843,131810,2.9,41870.0,2.98,500.0
20130724,144713,131810,3.21,299210.0,3.211,30.0
20130724,145319,131810,2.5,24830.0,2.505,180.0
20130724,144816,131810,3.0,160130.0,3.01,1340.0
